,hlasy abs,hlasy procenta,mandat,navrhujici strana,politicka prislusnost,poradi ve strane,poradi zvoleni,prijmeni jmeno,rok,strana cislo,strana nazev,tituly,vek
0,2 749,2.8,0,SOS,BEZPP,15,12.0,Absolonová Kateřina,2002,11,Str.pro otevřenou společnost,MUDr.,36
1,188,2.07,0,N,BEZPP,20,,Adam Lubomír,2002,7,Naděje,,33
2,487,5.38,0,N,BEZPP,2,,Apltauer Jan,2002,7,Naděje,Ing.,27
3,2 320,3.27,0,USZ,USZ,3,4.0,Bahníková Štefania,2002,14,Unie pro sport a zdraví,Ing.,49
4,1 905,2.69,0,USZ,USZ,11,9.0,Bachtík Jan,2002,14,Unie pro sport a zdraví,,68
5,105,3.65,0,PB,BEZPP,14,,Balvirčáková Blanka,2002,13,Pravý Blok,,20
6,1 336,2.21,0,DRS,DRS,27,24.0,Bartoš Jan,2002,3,Demokratická regionální strana,,58
7,114,3.96,0,PB,BEZPP,12,,Bartoš Petr,2002,13,Pravý Blok,,54
8,739,2.08,0,KDU-ČSL,KDU-ČSL,31,,Bartošová Irena,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,46
9,118,4.1,0,PB,BEZPP,10,,Bartošová Sylvie,2002,13,Pravý Blok,,47
10,1 426,2.64,0,US-DEU,BEZPP,17,16.0,Bařinka Jaroslav,2002,16,Unie svobody-Demokratická unie,Ing.,61
11,1 700,2.82,0,DRS,BEZPP,9,7.0,Bečvářová Alexandra,2002,3,Demokratická regionální strana,PaedDr.,46
12,1 636,1.67,0,SOS,BEZPP,38,34.0,Bednaříková Olga Marie,2002,11,Str.pro otevřenou společnost,,51
13,2 971,2.8,1,KSČM,KSČM,4,4.0,Bělohlávek Jiří,2002,9,Komunistická str.Čech a Moravy,,52
14,3 820,2.46,0,ČSSD,ČSSD,27,20.0,Bělochová Šárka,2002,10,Česká str.sociálně demokrat.,,19
15,1 317,1.85,0,USZ,BEZPP,36,33.0,Bělonožník Miloslav,2002,14,Unie pro sport a zdraví,,84
16,344,1.77,0,HNHRM,BEZPP,37,,Berčo Martin,2002,8,Hn.za harm.rozvoj obcí a měst,,35
17,7 426,2.71,1,ODS,ODS,9,10.0,Bernát Pavel,2002,4,Občanská demokratická strana,Ing.,41
18,316,10.99,0,PB,BEZPP,2,,Bernkopf Tomáš,2002,13,Pravý Blok,,43
19,412,2.12,0,HNHRM,BEZPP,13,,Bezouška Jiří,2002,8,Hn.za harm.rozvoj obcí a měst,,51
20,1 764,1.8,0,SOS,SŽJ,36,32.0,Biňovcová Mária,2002,11,Str.pro otevřenou společnost,,66
21,101,2.99,0,SOP,BEZPP,8,,Blažek František,2002,6,Strana občanského porozumění,,56
22,861,2.04,0,VPM,BEZPP,28,,Blažek Pavel,2002,1,Volba pro město,,45
23,2 193,2.24,0,SOS,BEZPP,29,25.0,Bobková Ivana,2002,11,Str.pro otevřenou společnost,,45
24,93,6.34,0,RMS,RMS,9,,Bock Miroslav,2002,2,Republikáni Miroslava Sládka,,24
25,1 075,1.99,0,US-DEU,US-DEU,34,32.0,Boháček Jiří,2002,16,Unie svobody-Demokratická unie,,22
26,2 557,2.61,0,SOS,BEZPP,7,6.0,Böhm Marian,2002,11,Str.pro otevřenou společnost,Ing.,23
27,2 674,2.52,0,KSČM,BEZPP,19,14.0,Böhm Miroslav,2002,9,Komunistická str.Čech a Moravy,,44
28,972,1.91,0,NEZ,BEZPP,20,18.0,Bondyová Marie,2002,15,NEZÁVISLÍ,,53
29,1 044,2.47,0,VPM,BEZPP,9,,Bouzková Věra,2002,1,Volba pro město,,51
30,1 214,2.24,0,US-DEU,US-DEU,26,24.0,Brada Marek,2002,16,Unie svobody-Demokratická unie,,25
31,1 095,5.64,0,HNHRM,BEZPP,2,,Brožová Petra,2002,8,Hn.za harm.rozvoj obcí a měst,Ing.,42
32,248,2.74,0,N,BEZPP,7,,Břinčilová Lada,2002,7,Naděje,,27
33,2 889,2.72,1,KSČM,KSČM,5,5.0,Bubník Oldřich,2002,9,Komunistická str.Čech a Moravy,Ing.,62
34,1 390,2.73,0,NEZ,BEZPP,14,13.0,Budínová Lea,2002,15,NEZÁVISLÍ,MUDr.,48
35,1 117,2.06,0,US-DEU,US-DEU,32,30.0,Bukač David,2002,16,Unie svobody-Demokratická unie,,23
36,976,1.8,0,US-DEU,BEZPP,37,35.0,Bukač Lukáš,2002,16,Unie svobody-Demokratická unie,,20
37,1 866,3.09,0,DRS,DRS,6,4.0,Bureš Jaroslav,2002,3,Demokratická regionální strana,Ing.,41
38,1 199,2.36,0,NEZ,NEZ,11,10.0,Bureš Jaroslav,2002,15,NEZÁVISLÍ,,41
39,939,1.84,0,NEZ,BEZPP,32,30.0,Buriánek Prokop,2002,15,NEZÁVISLÍ,,58
40,293,8.3,0,SSS,SSS,3,,Bůta Vladimír,2002,12,Strana svobodných severu,PaedDr.,45
41,6 529,2.39,0,ODS,ODS,32,19.0,Cerman Marek,2002,4,Občanská demokratická strana,,27
42,114,7.78,0,RMS,RMS,6,,Cihlář Milan,2002,2,Republikáni Miroslava Sládka,,21
43,383,1.97,0,HNHRM,BEZPP,18,,Cimpl Jaroslav,2002,8,Hn.za harm.rozvoj obcí a měst,,31
44,2 045,2.08,0,SOS,BEZPP,33,29.0,Ciprová Marie,2002,11,Str.pro otevřenou společnost,MUDr.,73
45,1 360,2.25,0,DRS,DRS,23,20.0,Cupáková Dana,2002,3,Demokratická regionální strana,Ing.,43
46,1 058,2.98,0,KDU-ČSL,KDU-ČSL,11,,Cvejn Zdeněk,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,47
47,3 063,4.32,1,USZ,US-DEU,4,3.0,Cvrček Stanislav,2002,14,Unie pro sport a zdraví,Mgr.,48
48,2 307,2.35,0,SOS,BEZPP,25,21.0,Cvrček Vladimír,2002,11,Str.pro otevřenou společnost,Mgr.,63
49,1 148,2.12,0,US-DEU,US-DEU,30,28.0,Čajkovič František,2002,16,Unie svobody-Demokratická unie,,21
50,101,2.86,0,SSS,SSS,9,,Čech Jaroslav,2002,12,Strana svobodných severu,Ing.,55
51,2 048,3.4,0,DRS,BEZPP,8,2.0,Čejka Pavel,2002,3,Demokratická regionální strana,MUDr.,43
52,1 309,2.42,0,US-DEU,BEZPP,15,14.0,Černá Miloslava,2002,16,Unie svobody-Demokratická unie,,57
53,432,2.22,0,HNHRM,BEZPP,9,,Černík Ivo,2002,8,Hn.za harm.rozvoj obcí a měst,,58
54,349,1.8,0,HNHRM,BEZPP,39,,Černík Lubor,2002,8,Hn.za harm.rozvoj obcí a měst,,49
55,7 566,2.77,1,ODS,ODS,3,5.0,Červinka Ondřej,2002,4,Občanská demokratická strana,Bc.,25
56,1 000,1.96,0,NEZ,BEZPP,23,21.0,Červinková Alena,2002,15,NEZÁVISLÍ,Ing.,41
57,150,5.21,0,PB,BEZPP,5,,Čeřovská Hana,2002,13,Pravý Blok,,48
58,1 153,2.73,0,VPM,BEZPP,16,,Čeřovský Jakub,2002,1,Volba pro město,,25
59,3 491,5.79,1,DRS,DRS,2,2.0,Čvančara Alois,2002,3,Demokratická regionální strana,Mgr.,57
60,1 071,2.53,0,VPM,BEZPP,11,,Daňková Eva,2002,1,Volba pro město,Ing.,50
61,947,1.75,0,US-DEU,US-DEU,38,36.0,Děkan Rudolf,2002,16,Unie svobody-Demokratická unie,,32
62,1 231,2.27,0,US-DEU,US-DEU,25,23.0,Didi Julius,2002,16,Unie svobody-Demokratická unie,,21
63,2 253,2.3,0,SOS,BEZPP,31,27.0,Dlabola Karel,2002,11,Str.pro otevřenou společnost,,63
64,820,2.31,0,KDU-ČSL,KDU-ČSL,20,,Dlask Miloš,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,31
65,4 188,2.69,0,ČSSD,ČSSD,12,5.0,Doležal Bohumír,2002,10,Česká str.sociálně demokrat.,JUDr.,49
66,399,2.05,0,HNHRM,BEZPP,22,,Dostrašilová Věra,2002,8,Hn.za harm.rozvoj obcí a měst,,38
67,1 352,2.66,0,NEZ,BEZPP,17,15.0,Dräger Martin,2002,15,NEZÁVISLÍ,,49
68,984,1.63,0,DRS,BEZPP,38,35.0,Dragounová Věra,2002,3,Demokratická regionální strana,,50
69,250,2.76,0,N,BEZPP,22,,Duda Martin,2002,7,Naděje,Ing.,40
70,7 400,2.7,1,ODS,ODS,10,11.0,Dufek Michael,2002,4,Občanská demokratická strana,,26
71,1 120,1.85,0,DRS,BEZPP,34,31.0,Dušek Jaroslav,2002,3,Demokratická regionální strana,,41
72,2 546,5.01,0,NEZ,BEZPP,4,3.0,Dušek Ladislav,2002,15,NEZÁVISLÍ,,59
73,3 999,2.57,0,ČSSD,ČSSD,19,12.0,Dušek Petr,2002,10,Česká str.sociálně demokrat.,,32
74,4 270,2.74,0,ČSSD,ČSSD,6,1.0,Dušek Robert,2002,10,Česká str.sociálně demokrat.,,35
75,744,2.09,0,KDU-ČSL,KDU-ČSL,30,,Dvořáček Jiří,2002,5,Křesť.demokr.unie-Čs.str.lid.,,32
76,921,4.75,0,HNHRM,BEZPP,5,,Dvořáková Michaela,2002,8,Hn.za harm.rozvoj obcí a měst,Ing.arch.,42
77,2 457,3.46,0,USZ,US-DEU,9,2.0,Dzan Ladislav,2002,14,Unie pro sport a zdraví,MUDr.,37
78,2 626,2.47,0,KSČM,KSČM,28,23.0,Ebert Vladimír,2002,9,Komunistická str.Čech a Moravy,,56
79,1 293,2.39,0,US-DEU,US-DEU,16,15.0,Edutová Eva,2002,16,Unie svobody-Demokratická unie,,60
80,346,1.78,0,HNHRM,BEZPP,33,,Engerer Jiří,2002,8,Hn.za harm.rozvoj obcí a měst,,42
81,1 247,2.3,0,US-DEU,BEZPP,28,26.0,Erbanová Petra,2002,16,Unie svobody-Demokratická unie,,54
82,1 584,2.23,0,USZ,USZ,22,20.0,Erben Tomáš,2002,14,Unie pro sport a zdraví,,32
83,235,6.97,0,SOP,BEZPP,6,,Faltus Jaroslav,2002,6,Strana občanského porozumění,,56
84,6 976,2.55,0,ODS,ODS,22,9.0,Fejfar Pavel,2002,4,Občanská demokratická strana,,31
85,240,2.65,0,N,BEZPP,10,,Fencka Tomáš,2002,7,Naděje,,31
86,213,2.35,0,N,BEZPP,16,,Fiala Roman,2002,7,Naděje,,34
87,3 258,2.09,0,ČSSD,ČSSD,37,30.0,Fialová Dana,2002,10,Česká str.sociálně demokrat.,Ing.,53
88,398,2.05,0,HNHRM,BEZPP,16,,Fill Pavel,2002,8,Hn.za harm.rozvoj obcí a měst,,24
89,463,2.38,0,HNHRM,BEZPP,23,,Fix Jiří,2002,8,Hn.za harm.rozvoj obcí a měst,,27
90,850,2.01,0,VPM,BEZPP,33,,Flanderková Hana,2002,1,Volba pro město,,20
91,1 210,2.0,0,DRS,BEZPP,31,28.0,Flegr Karel,2002,3,Demokratická regionální strana,Ing.,53
92,179,1.97,0,N,BEZPP,37,,Flejberk Petr,2002,7,Naděje,,51
93,1 102,2.04,0,US-DEU,US-DEU,33,31.0,Fligr Martin,2002,16,Unie svobody-Demokratická unie,,21
94,1 328,2.2,0,DRS,DRS,22,19.0,Flossmann František,2002,3,Demokratická regionální strana,,54
95,2 727,2.57,0,KSČM,BEZPP,13,8.0,Fogl Jaroslav,2002,9,Komunistická str.Čech a Moravy,,45
96,2 687,2.53,0,KSČM,KSČM,17,12.0,Foglová Marie,2002,9,Komunistická str.Čech a Moravy,,61
97,1 415,2.62,0,US-DEU,BEZPP,13,12.0,Forster Martin,2002,16,Unie svobody-Demokratická unie,,31
98,6 806,2.49,0,ODS,ODS,25,12.0,Forstová Klára,2002,4,Občanská demokratická strana,,21
99,1 260,1.77,0,USZ,BEZPP,35,32.0,Friedrich Bohuslav,2002,14,Unie pro sport a zdraví,,61
100,197,2.17,0,N,BEZPP,26,,Friedrichová Iveta,2002,7,Naděje,,32
101,93,6.34,0,RMS,BEZPP,12,,Frolík Lukáš,2002,2,Republikáni Miroslava Sládka,,18
102,1 240,2.05,0,DRS,BEZPP,30,27.0,Fryauf Ivan,2002,3,Demokratická regionální strana,Ing.,44
103,2 799,2.85,0,SOS,BEZPP,5,3.0,Frydrych Michal,2002,11,Str.pro otevřenou společnost,Ing.,29
104,102,3.02,0,SOP,BEZPP,15,,Gába Stanislav,2002,6,Strana občanského porozumění,,56
105,1 986,3.67,0,US-DEU,US-DEU,3,1.0,Gábor František,2002,16,Unie svobody-Demokratická unie,,32
106,2 404,2.26,0,KSČM,KSČM,38,33.0,Gajdůšek Drahomír,2002,9,Komunistická str.Čech a Moravy,,73
107,801,2.25,0,KDU-ČSL,BEZPP,25,,Galáč Martin,2002,5,Křesť.demokr.unie-Čs.str.lid.,Mgr.,32
108,214,14.6,0,RMS,RMS,2,,Gerhardt Petr,2002,2,Republikáni Miroslava Sládka,,27
109,2 377,3.35,0,USZ,USZ,6,3.0,Gräf Mirko,2002,14,Unie pro sport a zdraví,,74
110,3 938,2.53,0,ČSSD,ČSSD,21,14.0,Grajcar Roman,2002,10,Česká str.sociálně demokrat.,,35
111,1 480,2.45,0,DRS,BEZPP,11,9.0,Gudas Otto,2002,3,Demokratická regionální strana,,40
112,4 232,2.72,0,ČSSD,ČSSD,13,6.0,Haas Oldřich,2002,10,Česká str.sociálně demokrat.,Ing.,51
113,2 715,2.56,0,KSČM,BEZPP,16,11.0,Hainz Roman,2002,9,Komunistická str.Čech a Moravy,,33
114,819,2.3,0,KDU-ČSL,KDU-ČSL,22,,Hájek Miroslav,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,46
115,446,2.3,0,HNHRM,BEZPP,20,,Hajíček David,2002,8,Hn.za harm.rozvoj obcí a měst,Ing.,33
116,61,1.72,0,SSS,BEZPP,16,,Hájková Jana,2002,12,Strana svobodných severu,,50
117,7 245,2.65,0,ODS,ODS,16,3.0,Halberstadtová Dana,2002,4,Občanská demokratická strana,Bc.,54
118,835,1.64,0,NEZ,BEZPP,35,33.0,Halíř Jaromír,2002,15,NEZÁVISLÍ,,54
119,2 321,2.37,0,SOS,BEZPP,22,19.0,Hampl Karel,2002,11,Str.pro otevřenou společnost,,62
120,1 301,2.16,0,DRS,DRS,21,18.0,Hanka Petr,2002,3,Demokratická regionální strana,,39
121,1 560,2.2,0,USZ,USZ,15,13.0,Hapl Milan,2002,14,Unie pro sport a zdraví,Ing.,40
122,737,1.45,0,NEZ,BEZPP,39,37.0,Harus Miroslav,2002,15,NEZÁVISLÍ,,25
123,2 718,5.35,0,NEZ,BEZPP,6,1.0,Harvánek Pavel,2002,15,NEZÁVISLÍ,Mgr.,48
124,6 389,2.33,0,ODS,ODS,33,20.0,Havelka Jan,2002,4,Občanská demokratická strana,,33
125,4 264,2.74,0,ČSSD,ČSSD,10,3.0,Havlík René,2002,10,Česká str.sociálně demokrat.,Mgr.,34
126,160,1.76,0,N,BEZPP,36,,Havránek Jiří,2002,7,Naděje,,46
127,66,1.87,0,SSS,BEZPP,20,,Havránková Kateřina,2002,12,Strana svobodných severu,,31
128,5 463,5.58,1,SOS,SOS,1,1.0,Helšusová Dagmar,2002,11,Str.pro otevřenou společnost,,51
129,401,2.06,0,HNHRM,BEZPP,19,,Hlavatá Veronika,2002,8,Hn.za harm.rozvoj obcí a měst,,54
130,383,1.97,0,HNHRM,BEZPP,25,,Hlavatý Josef,2002,8,Hn.za harm.rozvoj obcí a měst,,55
131,1 147,3.23,0,KDU-ČSL,KDU-ČSL,3,,Hnělička Stanislav,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,45
132,382,1.97,0,HNHRM,BEZPP,28,,Holas Richard,2002,8,Hn.za harm.rozvoj obcí a měst,,42
133,6 749,2.47,0,ODS,ODS,29,16.0,Holek Jozef,2002,4,Občanská demokratická strana,Ing.,41
134,1 038,2.04,0,NEZ,BEZPP,18,16.0,Honců Marcela,2002,15,NEZÁVISLÍ,,58
135,1 235,2.05,0,DRS,DRS,28,25.0,Horáková Eva,2002,3,Demokratická regionální strana,,44
136,3 832,2.46,0,ČSSD,ČSSD,26,19.0,Hornychová Leona,2002,10,Česká str.sociálně demokrat.,,24
137,2 537,4.21,0,DRS,DRS,4,1.0,Hoření Vladimíra,2002,3,Demokratická regionální strana,Mgr.,48
138,851,2.39,0,KDU-ČSL,BEZPP,17,,Hostonský Milan,2002,5,Křesť.demokr.unie-Čs.str.lid.,,32
139,897,2.12,0,VPM,BEZPP,17,,Hozáková Valpurga,2002,1,Volba pro město,,56
140,7 163,2.62,0,ODS,ODS,18,5.0,Hromek Zbyněk,2002,4,Občanská demokratická strana,Mgr.,36
141,2 951,3.01,0,SOS,SOS,10,2.0,Hron Michal,2002,11,Str.pro otevřenou společnost,RNDr.,53
142,4 658,2.99,1,ČSSD,ČSSD,2,3.0,Hruša František,2002,10,Česká str.sociálně demokrat.,Ing.,53
143,89,2.64,0,SOP,BEZPP,10,,Hubáček Zdeněk,2002,6,Strana občanského porozumění,,48
144,4 157,2.67,0,ČSSD,ČSSD,11,4.0,Hunka Eduard,2002,10,Česká str.sociálně demokrat.,,55
145,3 906,2.51,0,ČSSD,ČSSD,22,15.0,Hunková Jindřiška,2002,10,Česká str.sociálně demokrat.,,47
146,1 430,4.03,0,KDU-ČSL,KDU-ČSL,1,,Hušek Martin,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,38
147,105,3.65,0,PB,BEZPP,15,,Hůza Ladislav,2002,13,Pravý Blok,,61
148,117,4.07,0,PB,BEZPP,11,,Hůzová Veronika,2002,13,Pravý Blok,,20
149,161,4.56,0,SSS,SSS,5,,Hýzlerová Dagmar,2002,12,Strana svobodných severu,,56
150,2 790,2.85,0,SOS,BEZPP,6,4.0,Chalupná Zuzana,2002,11,Str.pro otevřenou společnost,Mgr.,32
151,7 176,2.62,0,ODS,ODS,15,2.0,Charvát Milan,2002,4,Občanská demokratická strana,Ing.,34
152,1 712,4.05,0,VPM,BEZPP,26,,Chvála Vladislav,2002,1,Volba pro město,MUDr.,50
153,2 853,2.69,0,KSČM,BEZPP,7,2.0,Jágr Rudolf,2002,9,Komunistická str.Čech a Moravy,Ing.,59
154,4 132,5.83,1,USZ,BEZPP,2,1.0,Janata Jiří,2002,14,Unie pro sport a zdraví,MUDr.,49
155,161,1.78,0,N,BEZPP,35,,Jandová Helena,2002,7,Naděje,,51
156,1 372,2.27,0,DRS,BEZPP,15,13.0,Janeček Jiří,2002,3,Demokratická regionální strana,,42
157,2 192,2.23,0,SOS,SŽJ,24,20.0,Janeček Jiří,2002,11,Str.pro otevřenou společnost,,53
158,1 274,2.35,0,US-DEU,US-DEU,23,21.0,Janků Jaroslav,2002,16,Unie svobody-Demokratická unie,,23
159,7 844,2.87,1,ODS,ODS,12,3.0,Janoušek Radko,2002,4,Občanská demokratická strana,MUDr.,58
160,3 395,2.18,0,ČSSD,ČSSD,35,28.0,Januška Tomáš,2002,10,Česká str.sociálně demokrat.,,36
161,7 277,2.66,1,ODS,ODS,7,8.0,Jarošová Naděžda,2002,4,Občanská demokratická strana,,46
162,133,9.07,0,RMS,RMS,3,,Jašurek Miroslav,2002,2,Republikáni Miroslava Sládka,,30
163,86,2.55,0,SOP,BEZPP,12,,Javůrek Vladimír,2002,6,Strana občanského porozumění,,42
164,108,7.37,0,RMS,BEZPP,5,,Jebavý Marek,2002,2,Republikáni Miroslava Sládka,,29
165,250,2.76,0,N,BEZPP,5,,Jedlan Vladimír,2002,7,Naděje,,28
166,92,6.27,0,RMS,BEZPP,11,,Jedlička Lukáš,2002,2,Republikáni Miroslava Sládka,,18
167,7 384,2.7,1,ODS,ODS,11,12.0,Jech Ctibor,2002,4,Občanská demokratická strana,,53
168,1 492,2.1,0,USZ,USZ,17,15.0,Jelínková Emília,2002,14,Unie pro sport a zdraví,,48
169,1 431,2.37,0,DRS,BEZPP,18,15.0,Jeništová Dana,2002,3,Demokratická regionální strana,Bc.,44
170,1 621,2.28,0,USZ,USZ,27,24.0,Jeřábek Petr,2002,14,Unie pro sport a zdraví,,36
171,98,2.9,0,SOP,SOP,20,,Jestřáb Petr,2002,6,Strana občanského porozumění,,44
172,1 026,2.89,0,KDU-ČSL,ODA,9,,Ježek Aleš,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,52
173,3 671,2.36,0,ČSSD,ČSSD,31,24.0,Ježek Josef,2002,10,Česká str.sociálně demokrat.,Ing.,56
174,1 362,1.92,0,USZ,USZ,33,30.0,Ježek Vladimír,2002,14,Unie pro sport a zdraví,,37
175,2 039,2.08,0,SOS,BEZPP,32,28.0,Jirásko Zdeněk,2002,11,Str.pro otevřenou společnost,,49
176,602,3.1,0,HNHRM,BEZPP,7,,Jirkův Petr,2002,8,Hn.za harm.rozvoj obcí a měst,Ing.,46
177,182,2.01,0,N,BEZPP,28,,Jírová Jarmila,2002,7,Naděje,,40
178,958,1.77,0,US-DEU,BEZPP,39,37.0,Jirsák Vlastimil,2002,16,Unie svobody-Demokratická unie,,47
179,7 727,2.82,1,ODS,ODS,2,4.0,Jozífková Naděžda,2002,4,Občanská demokratická strana,,41
180,420,2.16,0,HNHRM,BEZPP,14,,Juklíček Petr,2002,8,Hn.za harm.rozvoj obcí a měst,,38
181,1 845,1.88,0,SOS,SŽJ,35,31.0,Kačerová Jaroslava,2002,11,Str.pro otevřenou společnost,,72
182,2 153,2.19,0,SOS,SŽJ,26,22.0,Kačerová Jolana,2002,11,Str.pro otevřenou společnost,,49
183,6 191,2.26,0,ODS,ODS,37,24.0,Kafka Alois,2002,4,Občanská demokratická strana,MUDr.,61
184,219,2.42,0,N,BEZPP,9,,Kafka Petr,2002,7,Naděje,,25
185,169,1.86,0,N,BEZPP,33,,Kafka Petr,2002,7,Naděje,,45
186,1 375,2.28,0,DRS,DRS,14,12.0,Kalibová Dana,2002,3,Demokratická regionální strana,,48
187,2 690,2.53,0,KSČM,BEZPP,20,15.0,Karásková Lucie,2002,9,Komunistická str.Čech a Moravy,,22
188,2 702,4.48,1,DRS,BEZPP,10,3.0,Kárník František,2002,3,Demokratická regionální strana,MUDr.,54
189,3 902,2.51,0,ČSSD,ČSSD,23,16.0,Kašpar Bohumil,2002,10,Česká str.sociálně demokrat.,,54
190,4 370,2.81,1,ČSSD,ČSSD,4,7.0,Kašparová Jana,2002,10,Česká str.sociálně demokrat.,,52
191,8 691,3.18,1,ODS,ODS,1,1.0,Kittner Jiří,2002,4,Občanská demokratická strana,Ing.,39
192,1 034,2.44,0,VPM,BEZPP,6,,Klika Karel,2002,1,Volba pro město,Ing.,49
193,1 371,2.27,0,DRS,DRS,13,11.0,Klimeš Jiří,2002,3,Demokratická regionální strana,,43
194,410,12.16,0,SOP,BEZPP,4,,Kmínek Jiří,2002,6,Strana občanského porozumění,Ing.,52
195,493,2.54,0,HNHRM,BEZPP,29,,Kmoch Václav,2002,8,Hn.za harm.rozvoj obcí a měst,,42
196,2 747,2.59,0,KSČM,KSČM,14,9.0,Kněbort Milan,2002,9,Komunistická str.Čech a Moravy,,40
197,142,4.21,0,SOP,BEZPP,9,,Knobloch Milan,2002,6,Strana občanského porozumění,,43
198,465,13.18,0,SSS,SSS,6,,Knotek Antonín,2002,12,Strana svobodných severu,MUDr.,55
199,2 501,3.53,0,USZ,BEZPP,8,1.0,Kocumová Zuzana,2002,14,Unie pro sport a zdraví,,23
200,3 311,3.38,1,SOS,SOS,3,4.0,Kočárková Eva,2002,11,Str.pro otevřenou společnost,Ing.,59
201,179,1.97,0,N,BEZPP,25,,Kohl Roman,2002,7,Naděje,,36
202,1 230,2.04,0,DRS,DRS,29,26.0,Kolář Bronislav,2002,3,Demokratická regionální strana,,36
203,325,1.67,0,HNHRM,BEZPP,38,,Kolář Pavel,2002,8,Hn.za harm.rozvoj obcí a měst,,33
204,6 320,2.31,0,ODS,ODS,35,22.0,Kolářová Eva,2002,4,Občanská demokratická strana,MUDr.,33
205,2 009,3.72,1,US-DEU,BEZPP,6,2.0,Kolomá Ivanka,2002,16,Unie svobody-Demokratická unie,MUDr.,55
206,2 480,2.53,0,SOS,BEZPP,8,7.0,Kolomazník Stanislav,2002,11,Str.pro otevřenou společnost,,45
207,329,3.63,0,N,BEZPP,18,,Kolombo Pavel,2002,7,Naděje,Ing.,38
208,6 841,2.5,0,ODS,ODS,30,17.0,Konšelová Hana,2002,4,Občanská demokratická strana,,38
209,117,4.07,0,PB,BEZPP,13,,Korábová Blanka,2002,13,Pravý Blok,,50
210,6 922,2.53,0,ODS,ODS,21,8.0,Korecký František,2002,4,Občanská demokratická strana,Ing.,31
211,2 750,2.8,0,SOS,BEZPP,14,11.0,Korytář Jan,2002,11,Str.pro otevřenou společnost,Mgr.,30
212,1 057,2.08,0,NEZ,BEZPP,13,12.0,Kořínek Martin,2002,15,NEZÁVISLÍ,,24
213,1 377,2.28,0,DRS,BEZPP,19,16.0,Kosprd Jiří,2002,3,Demokratická regionální strana,Ing.,40
214,2 963,1.9,0,ČSSD,ČSSD,39,32.0,Košák Vít,2002,10,Česká str.sociálně demokrat.,,26
215,2 025,2.06,0,SOS,BEZPP,34,30.0,Košek Petr,2002,11,Str.pro otevřenou společnost,Ing.,50
216,232,2.56,0,N,BEZPP,14,,Kotek Aleš,2002,7,Naděje,,29
217,189,2.09,0,N,BEZPP,29,,Kotek Aleš,2002,7,Naděje,,52
218,3 849,2.47,0,ČSSD,ČSSD,25,18.0,Kotek Jiří,2002,10,Česká str.sociálně demokrat.,,56
219,203,2.24,0,N,BEZPP,24,,Kotek Radim,2002,7,Naděje,,28
220,1 582,2.92,0,US-DEU,US-DEU,11,6.0,Kotlár Dušan,2002,16,Unie svobody-Demokratická unie,,51
221,6 119,2.24,0,ODS,ODS,36,23.0,Koutník Radim,2002,4,Občanská demokratická strana,,29
222,1 560,2.59,0,DRS,BEZPP,7,8.0,Kovačič Jiří,2002,3,Demokratická regionální strana,Ing.,51
223,155,1.71,0,N,BEZPP,39,,Kozák Pavel,2002,7,Naděje,,50
224,2 503,2.55,0,SOS,BEZPP,21,18.0,Kozáková Jarmila,2002,11,Str.pro otevřenou společnost,Mgr.,53
225,1 601,2.26,0,USZ,USZ,16,14.0,Kožešník Ivan,2002,14,Unie pro sport a zdraví,,72
226,3 539,3.61,1,SOS,SOS,2,2.0,Kracík Vladimír,2002,11,Str.pro otevřenou společnost,MUDr.,40
227,1 778,2.51,0,USZ,USZ,10,8.0,Kračmar Zdeněk,2002,14,Unie pro sport a zdraví,Ing.,42
228,173,5.13,0,SOP,BEZPP,16,,Král Luděk,2002,6,Strana občanského porozumění,,43
229,1 289,2.38,0,US-DEU,US-DEU,21,19.0,Krátký Emanuel,2002,16,Unie svobody-Demokratická unie,Ing.,50
230,1 439,2.83,0,NEZ,BEZPP,16,8.0,Kratochvíl Jiří,2002,15,NEZÁVISLÍ,MUDr.,40
231,1 509,3.57,0,VPM,BEZPP,7,,Kratochvílová Petrželová,2002,1,Volba pro město,Mgr. Zuzana,39
232,2 343,2.21,0,KSČM,KSČM,39,34.0,Krčil Miloslav,2002,9,Komunistická str.Čech a Moravy,,71
233,2 205,3.11,0,USZ,USZ,7,5.0,Krebs Milan,2002,14,Unie pro sport a zdraví,RNDr. CSs.,68
234,7 225,2.64,1,ODS,ODS,8,9.0,Krenk Pavel,2002,4,Občanská demokratická strana,Ing.,42
235,911,2.15,0,VPM,BEZPP,19,,Kristiánová Jana,2002,1,Volba pro město,,54
236,2 526,4.97,0,NEZ,NEZ,5,4.0,Krobot Petr,2002,15,NEZÁVISLÍ,MVDr.,58
237,4 140,2.66,0,ČSSD,ČSSD,15,8.0,Kroll Martin,2002,10,Česká str.sociálně demokrat.,Bc.,37
238,853,2.02,0,VPM,BEZPP,25,,Kropáčková Jana,2002,1,Volba pro město,,41
