,hlasy abs,hlasy procenta,mandat,navrhujici strana,politicka prislusnost,poradi ve strane,poradi zvoleni,prijmeni jmeno,rok,strana cislo,strana nazev,tituly,vek
239,960,2.27,0,VPM,BEZPP,27,,Kroužková Zdeňka,2002,1,Volba pro město,Mgr.,42
240,2 390,2.44,0,SOS,BEZPP,12,9.0,Kruk Lubomír,2002,11,Str.pro otevřenou společnost,Ing.,55
241,7 887,2.88,1,ODS,ODS,4,2.0,Krutský Jaroslav,2002,4,Občanská demokratická strana,MUDr.,48
242,2 676,2.52,0,KSČM,KSČM,21,16.0,Kryštůfková Oľga,2002,9,Komunistická str.Čech a Moravy,,57
243,5 507,2.01,0,ODS,ODS,39,26.0,Křapka Vojtěch,2002,4,Občanská demokratická strana,,42
244,1 479,2.08,0,USZ,BEZPP,25,23.0,Kšír Karel,2002,14,Unie pro sport a zdraví,Ing.,34
245,5 727,2.09,0,ODS,ODS,38,25.0,Kubáček Matouš,2002,4,Občanská demokratická strana,,24
246,1 235,2.28,0,US-DEU,BEZPP,29,27.0,Kubát Jiří,2002,16,Unie svobody-Demokratická unie,,49
247,6 978,2.55,0,ODS,ODS,19,6.0,Kubín Martin,2002,4,Občanská demokratická strana,,32
248,681,1.91,0,KDU-ČSL,KDU-ČSL,37,,Kubín Stanislav,2002,5,Křesť.demokr.unie-Čs.str.lid.,,59
249,920,2.59,0,KDU-ČSL,KDU-ČSL,14,,Kubínová Hana,2002,5,Křesť.demokr.unie-Čs.str.lid.,,49
250,1 108,2.62,0,VPM,BEZPP,21,,Kučerová Jitka,2002,1,Volba pro město,Ing.,42
251,924,2.6,0,KDU-ČSL,KDU-ČSL,19,,Kučírek Pavel,2002,5,Křesť.demokr.unie-Čs.str.lid.,Mgr.,47
252,100,6.82,0,RMS,BEZPP,10,,Kudláček Jan,2002,2,Republikáni Miroslava Sládka,,19
253,1 078,1.79,0,DRS,DRS,35,32.0,Kuchař Jiří,2002,3,Demokratická regionální strana,Ing.,38
254,1 505,2.12,0,USZ,BEZPP,13,11.0,Kulašiak Jan,2002,14,Unie pro sport a zdraví,,55
255,1 344,1.89,0,USZ,BEZPP,34,31.0,Kumpošt Miroslav,2002,14,Unie pro sport a zdraví,Ing.,79
256,777,1.84,0,VPM,BEZPP,34,,Kůrka Karel,2002,1,Volba pro město,,48
257,2 551,2.4,0,KSČM,KSČM,31,26.0,Kvasničková Jaroslava,2002,9,Komunistická str.Čech a Moravy,,60
258,143,1.58,0,N,BEZPP,38,,Labovská Božena,2002,7,Naděje,,51
259,185,2.04,0,N,BEZPP,23,,Labovská Jana,2002,7,Naděje,,23
260,1 058,2.98,0,KDU-ČSL,BEZPP,12,,Lajksner Jan,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.arch.,41
261,4 053,2.61,0,ČSSD,ČSSD,18,11.0,Lajtkep Petr,2002,10,Česká str.sociálně demokrat.,Ing.,47
262,214,2.36,0,N,BEZPP,11,,Lamač Roman,2002,7,Naděje,,32
263,1 554,2.19,0,USZ,USZ,23,21.0,Landa Pavel,2002,14,Unie pro sport a zdraví,PaedDr.,55
264,1 017,1.68,0,DRS,BEZPP,37,34.0,Lefler Vlastislav,2002,3,Demokratická regionální strana,,54
265,173,4.9,0,SSS,SSS,4,,Lejnar Josef,2002,12,Strana svobodných severu,Ing.,66
266,1 550,2.18,0,USZ,BEZPP,31,28.0,Lenert Vlastimír,2002,14,Unie pro sport a zdraví,,52
267,1 319,2.19,0,DRS,BEZPP,20,17.0,Liška Jiří,2002,3,Demokratická regionální strana,Ing.,42
268,3 031,2.86,1,KSČM,KSČM,3,3.0,Lysáková Dana,2002,9,Komunistická str.Čech a Moravy,Mgr.,46
269,468,2.41,0,HNHRM,BEZPP,11,,Macháček Tomáš,2002,8,Hn.za harm.rozvoj obcí a měst,Ing.,49
270,1 874,1.91,0,SOS,BEZPP,37,33.0,Machálek Miloš,2002,11,Str.pro otevřenou společnost,MUDr.,75
271,1 003,2.37,0,VPM,BEZPP,10,,Majzner Jan,2002,1,Volba pro město,Ing.,42
272,2 200,3.1,0,USZ,BEZPP,26,6.0,Malý Otakar,2002,14,Unie pro sport a zdraví,MUDr.,64
273,926,1.82,0,NEZ,BEZPP,26,24.0,Marek Bedřich,2002,15,NEZÁVISLÍ,,19
274,1 379,3.88,0,KDU-ČSL,KDU-ČSL,4,,Marek Jan,2002,5,Křesť.demokr.unie-Čs.str.lid.,JUDr.,53
275,931,2.62,0,KDU-ČSL,KDU-ČSL,18,,Marková Věra,2002,5,Křesť.demokr.unie-Čs.str.lid.,Mgr.,50
276,1 725,2.86,0,DRS,BEZPP,16,5.0,Martinec Jindřich,2002,3,Demokratická regionální strana,PaedDr.,47
277,216,2.38,0,N,BEZPP,15,,Martinec Miroslav,2002,7,Naděje,,39
278,788,1.86,0,VPM,BEZPP,35,,Martínková Ludmila,2002,1,Volba pro město,Ing.,50
279,2 505,2.55,0,SOS,BEZPP,17,14.0,Masáková Eva,2002,11,Str.pro otevřenou společnost,,62
280,769,1.51,0,NEZ,BEZPP,38,36.0,Mašek Martin,2002,15,NEZÁVISLÍ,,28
281,77,2.18,0,SSS,BEZPP,19,,Maternová Lenka,2002,12,Strana svobodných severu,,32
282,87,2.58,0,SOP,BEZPP,17,,Matunová Dita,2002,6,Strana občanského porozumění,,58
283,388,2.0,0,HNHRM,BEZPP,26,,Mazánek Milan,2002,8,Hn.za harm.rozvoj obcí a měst,,58
284,899,2.13,0,VPM,BEZPP,24,,Mečíř Vlastimil,2002,1,Volba pro město,,46
285,4 300,2.76,0,ČSSD,ČSSD,14,7.0,Meduna František,2002,10,Česká str.sociálně demokrat.,Ing.,58
286,7 543,2.76,1,ODS,ODS,5,6.0,Mejstřík Jaroslav,2002,4,Občanská demokratická strana,Ing.,29
287,2 534,2.39,0,KSČM,KSČM,34,29.0,Mendlíková Hana,2002,9,Komunistická str.Čech a Moravy,,67
288,784,4.04,0,HNHRM,BEZPP,4,,Menšík Richard,2002,8,Hn.za harm.rozvoj obcí a měst,Ing.,46
289,1 026,2.43,0,VPM,BEZPP,31,,Merzová Jitka,2002,1,Volba pro město,MUDr.,46
290,7 102,2.6,0,ODS,ODS,14,1.0,Michalová Martina,2002,4,Občanská demokratická strana,,31
291,889,1.75,0,NEZ,BEZPP,31,29.0,Mikez Marko,2002,15,NEZÁVISLÍ,,36
292,3 950,2.54,0,ČSSD,ČSSD,24,17.0,Mládková Marcela,2002,10,Česká str.sociálně demokrat.,,57
293,2 498,2.35,0,KSČM,KSČM,36,31.0,Mlčochová Jaroslava,2002,9,Komunistická str.Čech a Moravy,,69
294,340,1.75,0,HNHRM,BEZPP,34,,Mocková Marie,2002,8,Hn.za harm.rozvoj obcí a měst,,79
295,4 105,2.64,0,ČSSD,ČSSD,16,9.0,Mocová Petra,2002,10,Česká str.sociálně demokrat.,Bc.,28
296,3 380,3.19,1,KSČM,KSČM,2,1.0,Morávek Jaroslav,2002,9,Komunistická str.Čech a Moravy,Ing.,68
297,2 629,2.48,0,KSČM,KSČM,27,22.0,Mrázová Jaroslava,2002,9,Komunistická str.Čech a Moravy,,55
298,1 473,2.72,0,US-DEU,US-DEU,8,9.0,Mrklas Radomil,2002,16,Unie svobody-Demokratická unie,Ing.,41
299,1 787,4.23,0,VPM,BEZPP,1,,Mrugalová Dagmar,2002,1,Volba pro město,PhDr.,51
300,581,2.99,0,HNHRM,BEZPP,8,,Muchová Elvíra,2002,8,Hn.za harm.rozvoj obcí a měst,,50
301,1 708,2.83,0,DRS,DRS,5,6.0,Nadrchal Josef,2002,3,Demokratická regionální strana,Ing.,47
302,1 028,2.02,0,NEZ,BEZPP,21,19.0,Nedoma Milan,2002,15,NEZÁVISLÍ,,36
303,1 669,2.35,0,USZ,BEZPP,32,29.0,Nedvěd Jaroslav,2002,14,Unie pro sport a zdraví,,57
304,2 783,5.48,1,NEZ,BEZPP,1,1.0,Němec Jiří,2002,15,NEZÁVISLÍ,JUDr.,47
305,1 487,2.09,0,USZ,BEZPP,30,27.0,Niklová Helena,2002,14,Unie pro sport a zdraví,,31
306,82,2.43,0,SOP,BEZPP,18,,Nosek Miroslav,2002,6,Strana občanského porozumění,,58
307,4 345,2.79,0,ČSSD,ČSSD,9,2.0,Novák Ilja,2002,10,Česká str.sociálně demokrat.,Mgr.,49
308,361,3.99,0,N,BEZPP,4,,Novák Jan,2002,7,Naděje,Ing.,27
309,93,2.63,0,SSS,BEZPP,14,,Novák Jan,2002,12,Strana svobodných severu,,51
310,710,2.0,0,KDU-ČSL,KDU-ČSL,34,,Novák Jiří,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,48
311,111,3.86,0,PB,BEZPP,9,,Novák Miloslav,2002,13,Pravý Blok,,22
312,1 398,3.94,0,KDU-ČSL,KDU-ČSL,5,,Novák Ondřej,2002,5,Křesť.demokr.unie-Čs.str.lid.,Prof.Ing. CSc.,46
313,336,3.71,0,N,BEZPP,3,,Novotný Hynek,2002,7,Naděje,,24
314,783,2.2,0,KDU-ČSL,KDU-ČSL,26,,Novotný Jiří,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,39
315,169,1.86,0,N,BEZPP,31,,Novotný Josef,2002,7,Naděje,,57
316,746,2.1,0,KDU-ČSL,BEZPP,32,,Novotný Vít,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,42
317,1 328,2.2,0,DRS,BEZPP,17,14.0,Nový Roman,2002,3,Demokratická regionální strana,,40
318,1 530,3.62,0,VPM,BEZPP,20,,Nyč Radim,2002,1,Volba pro město,,36
319,1 473,2.44,0,DRS,DRS,24,21.0,Nýdrle Zbyněk,2002,3,Demokratická regionální strana,Ing.,46
320,109,3.79,0,PB,PB,16,,Nývlt Bohumil,2002,13,Pravý Blok,Ing.,60
321,2 441,2.3,0,KSČM,KSČM,37,32.0,Obstová Jarmila,2002,9,Komunistická str.Čech a Moravy,,70
322,196,2.16,0,N,BEZPP,19,,Oliva Radek,2002,7,Naděje,,26
323,1 720,3.38,0,NEZ,BEZPP,9,5.0,Olivová Jarmila,2002,15,NEZÁVISLÍ,MUDr.,59
324,112,7.64,0,RMS,BEZPP,7,,Pacáková Eva,2002,2,Republikáni Miroslava Sládka,,52
325,3 097,1.99,0,ČSSD,ČSSD,38,31.0,Pachta Milan,2002,10,Česká str.sociálně demokrat.,,58
326,5 042,3.24,1,ČSSD,ČSSD,1,1.0,Palouš Ivo,2002,10,Česká str.sociálně demokrat.,Ing.,40
327,1 484,2.09,0,USZ,SZ,28,25.0,Párys František,2002,14,Unie pro sport a zdraví,,49
328,731,2.06,0,KDU-ČSL,KDU-ČSL,33,,Paška František,2002,5,Křesť.demokr.unie-Čs.str.lid.,,51
329,412,2.12,0,HNHRM,BEZPP,17,,Paštika Jaroslav,2002,8,Hn.za harm.rozvoj obcí a měst,,29
330,465,2.39,0,HNHRM,BEZPP,10,,Patrman Josef,2002,8,Hn.za harm.rozvoj obcí a měst,,74
331,1 118,1.57,0,USZ,BEZPP,38,35.0,Patzak Jiří,2002,14,Unie pro sport a zdraví,,65
332,193,13.17,0,RMS,SPR-RSČ,1,,Pavlišta František,2002,2,Republikáni Miroslava Sládka,,29
333,4 402,2.83,1,ČSSD,ČSSD,7,6.0,Pavlová Marie,2002,10,Česká str.sociálně demokrat.,Ing.,58
334,943,1.56,0,DRS,BEZPP,39,36.0,Pazderník Vladimír,2002,3,Demokratická regionální strana,,48
335,1 269,2.35,0,US-DEU,US-DEU,22,20.0,Pěčková Květoslava,2002,16,Unie svobody-Demokratická unie,,54
336,106,3.0,0,SSS,BEZPP,11,,Pecháček Petr,2002,12,Strana svobodných severu,Ing.,53
337,667,1.58,0,VPM,BEZPP,39,,Pecháčková Kráková Jarmila,2002,1,Volba pro město,,42
338,511,15.16,0,SOP,BEZPP,1,,Pěnička Zdeněk,2002,6,Strana občanského porozumění,,51
339,3 687,2.37,0,ČSSD,ČSSD,32,25.0,Peš Jan,2002,10,Česká str.sociálně demokrat.,Ing.,57
340,1 439,3.4,0,VPM,BEZPP,3,,Pešlová Jarmila,2002,1,Volba pro město,Ing.,33
341,6 874,2.51,0,ODS,ODS,23,10.0,Petrášek Tomáš,2002,4,Občanská demokratická strana,,28
342,78,2.31,0,SOP,SOP,14,,Petričko Petr,2002,6,Strana občanského porozumění,,47
343,1 290,2.38,0,US-DEU,US-DEU,24,22.0,Petrovský Ondřej,2002,16,Unie svobody-Demokratická unie,,21
344,1 462,2.7,0,US-DEU,BEZPP,14,13.0,Petříček Jaroslav,2002,16,Unie svobody-Demokratická unie,Mgr.,58
345,462,2.38,0,HNHRM,BEZPP,21,,Peukerová Zuzana,2002,8,Hn.za harm.rozvoj obcí a měst,,40
346,1 342,2.22,0,DRS,BEZPP,25,22.0,Pietschmann Dalibor,2002,3,Demokratická regionální strana,Ing.,41
347,892,2.51,0,KDU-ČSL,BEZPP,23,,Pilnáček Josef,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,42
348,1 458,2.7,0,US-DEU,US-DEU,10,11.0,Pilnáčková Tereza,2002,16,Unie svobody-Demokratická unie,,20
349,1 821,2.57,0,USZ,BEZPP,18,16.0,Piskačová Petra,2002,14,Unie pro sport a zdraví,,26
350,1 484,2.74,0,US-DEU,US-DEU,5,8.0,Plechatý Lukáš,2002,16,Unie svobody-Demokratická unie,,31
351,1 019,1.88,0,US-DEU,US-DEU,36,34.0,Plechatý Vladislav,2002,16,Unie svobody-Demokratická unie,,22
352,1 613,2.98,0,US-DEU,US-DEU,18,5.0,Pleštil Miloš,2002,16,Unie svobody-Demokratická unie,JUDr.,52
353,7 134,2.61,0,ODS,ODS,17,4.0,Pleštil Petr,2002,4,Občanská demokratická strana,,24
354,1 536,3.02,0,NEZ,BEZPP,10,7.0,Počer Jaroslav,2002,15,NEZÁVISLÍ,Mgr.,43
355,82,2.32,0,SSS,SSS,13,,Podešvová Soňa,2002,12,Strana svobodných severu,,31
356,194,6.75,0,PB,BEZPP,7,,Poek Tomáš,2002,13,Pravý Blok,Ing.,26
357,2 352,2.4,0,SOS,BEZPP,20,17.0,Pokorný Oto,2002,11,Str.pro otevřenou společnost,Ing.,44
358,2 560,2.41,0,KSČM,KSČM,32,27.0,Poláková Věra,2002,9,Komunistická str.Čech a Moravy,,71
359,831,1.63,0,NEZ,BEZPP,34,32.0,Polívka Martin,2002,15,NEZÁVISLÍ,,26
360,1 269,2.35,0,US-DEU,US-DEU,20,18.0,Pomikálek Lukáš,2002,16,Unie svobody-Demokratická unie,,28
361,163,1.8,0,N,BEZPP,34,,Pondělíček Pavel,2002,7,Naděje,,48
362,966,1.9,0,NEZ,BEZPP,24,22.0,Prajzlerová Marcela,2002,15,NEZÁVISLÍ,,45
363,621,1.75,0,KDU-ČSL,KDU-ČSL,39,,Praus Petr,2002,5,Křesť.demokr.unie-Čs.str.lid.,,39
364,961,2.7,0,KDU-ČSL,KDU-ČSL,10,,Prausová Hana,2002,5,Křesť.demokr.unie-Čs.str.lid.,MVDr.,34
365,2 685,2.74,0,SOS,BEZPP,16,13.0,Princ Tomáš,2002,11,Str.pro otevřenou společnost,Ing.,53
366,2 503,2.36,0,KSČM,KSČM,35,30.0,Procházková Marie,2002,9,Komunistická str.Čech a Moravy,,69
367,2 657,2.5,0,KSČM,KSČM,25,20.0,Prokopcová Nataša,2002,9,Komunistická str.Čech a Moravy,,49
368,4 463,2.87,1,ČSSD,ČSSD,8,5.0,Příkaský Vít,2002,10,Česká str.sociálně demokrat.,RNDr.,51
369,1 626,2.29,0,USZ,BEZPP,29,26.0,Přinda Oldřich,2002,14,Unie pro sport a zdraví,Mgr.,51
370,928,2.61,0,KDU-ČSL,BEZPP,8,,Puhal Jan,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,52
371,923,2.18,0,VPM,BEZPP,18,,Pulda Vladislav,2002,1,Volba pro město,,33
372,950,1.87,0,NEZ,BEZPP,25,23.0,Pušš Valentin,2002,15,NEZÁVISLÍ,,25
373,701,1.66,0,VPM,BEZPP,38,,Půta Matěj,2002,1,Volba pro město,Ing.,64
374,1 684,2.37,0,USZ,USZ,14,12.0,Quirenzová Květa,2002,14,Unie pro sport a zdraví,,59
375,1 217,2.25,0,US-DEU,US-DEU,27,25.0,Racek Martin,2002,16,Unie svobody-Demokratická unie,,23
376,175,1.93,0,N,BEZPP,27,,Rajtr Karel,2002,7,Naděje,,33
377,405,12.01,0,SOP,BEZPP,2,,Rejnartová Iveta,2002,6,Strana občanského porozumění,Mgr.,35
378,3 636,6.03,1,DRS,DRS,1,1.0,Richter Jiří,2002,3,Demokratická regionální strana,MUDr.,44
379,130,3.85,0,SOP,SOP,5,,Richter Ladislav,2002,6,Strana občanského porozumění,,57
380,2 654,2.5,0,KSČM,KSČM,23,18.0,Richterová Jitka,2002,9,Komunistická str.Čech a Moravy,,57
381,863,2.43,0,KDU-ČSL,BEZPP,29,,Riss Pavel,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,38
382,1 475,4.15,0,KDU-ČSL,BEZPP,2,,Rissová Marie,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,37
383,2 789,2.84,0,SOS,BEZPP,9,5.0,Rosenbergová Věra,2002,11,Str.pro otevřenou společnost,Mgr.,39
384,57,1.61,0,SSS,BEZPP,17,,Rosendorf Jan,2002,12,Strana svobodných severu,,74
385,2 983,3.04,0,SOS,SOS,23,1.0,Rozkovcová Jitka,2002,11,Str.pro otevřenou společnost,MUDr.,62
386,1 872,4.43,0,VPM,BEZPP,32,,Rozkovec Josef,2002,1,Volba pro město,MUDr.,62
387,907,1.78,0,NEZ,BEZPP,30,28.0,Růžička Jan,2002,15,NEZÁVISLÍ,Ing.,38
388,989,5.1,0,HNHRM,BEZPP,3,,Rydlová Zuzana,2002,8,Hn.za harm.rozvoj obcí a měst,MUDr.,50
389,921,2.59,0,KDU-ČSL,KDU-ČSL,15,,Rygál Radoslav,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,41
390,1 297,2.15,0,DRS,DRS,26,23.0,Rychecký Jaroslav,2002,3,Demokratická regionální strana,Ing.,59
391,1 548,2.86,0,US-DEU,US-DEU,4,7.0,Rychecký Michael,2002,16,Unie svobody-Demokratická unie,,28
392,3 475,2.23,0,ČSSD,ČSSD,34,27.0,Ryšánek Jiří,2002,10,Česká str.sociálně demokrat.,Mgr.,38
393,1 572,3.72,0,VPM,BEZPP,2,,Řádek Jiří,2002,1,Volba pro město,Ing.,39
394,353,1.82,0,HNHRM,BEZPP,36,,Řehák Miloslav,2002,8,Hn.za harm.rozvoj obcí a měst,Ing.,40
395,2 743,5.4,1,NEZ,NEZ,2,2.0,Samek Miroslav,2002,15,NEZÁVISLÍ,MUDr.,49
396,2 808,2.65,0,KSČM,KSČM,12,7.0,Samšiňák Přemysl,2002,9,Komunistická str.Čech a Moravy,,52
397,998,1.96,0,NEZ,BEZPP,19,17.0,Sandleiter Kamil,2002,15,NEZÁVISLÍ,,40
398,934,1.83,0,NEZ,BEZPP,28,26.0,Sandleiterová Kateřina,2002,15,NEZÁVISLÍ,,38
399,1 147,3.23,0,KDU-ČSL,BEZPP,7,,Sedláček Jiří,2002,5,Křesť.demokr.unie-Čs.str.lid.,,44
400,83,2.46,0,SOP,SOP,19,,Semusiová Libuše,2002,6,Strana občanského porozumění,,55
401,390,13.56,0,PB,PB,1,,Schnirch Jaroslav,2002,13,Pravý Blok,Ing.,51
402,1 738,2.45,0,USZ,BEZPP,21,19.0,Schovánková Zdeňka,2002,14,Unie pro sport a zdraví,,46
403,860,2.03,0,VPM,BEZPP,37,,Sidunová Lenka,2002,1,Volba pro město,,43
404,3 556,2.29,0,ČSSD,ČSSD,33,26.0,Skalický Vladimír,2002,10,Česká str.sociálně demokrat.,,56
405,920,1.81,0,NEZ,BEZPP,27,25.0,Skramuský Jaroslav,2002,15,NEZÁVISLÍ,,44
406,6 784,2.48,0,ODS,ODS,28,15.0,Slabý Libor,2002,4,Občanská demokratická strana,Ing.,35
407,213,2.35,0,N,BEZPP,17,,Smrtková Miluše,2002,7,Naděje,,21
408,345,1.77,0,HNHRM,BEZPP,31,,Sokolová Mária,2002,8,Hn.za harm.rozvoj obcí a měst,,72
409,211,2.33,0,N,BEZPP,13,,Sopr Albert,2002,7,Naděje,,28
410,1 584,3.11,0,NEZ,NEZ,8,6.0,Stejskal Vít,2002,15,NEZÁVISLÍ,,54
411,2 719,2.56,0,KSČM,KSČM,22,17.0,Stolín Jiří,2002,9,Komunistická str.Čech a Moravy,,53
412,235,2.59,0,N,BEZPP,8,,Strnad Michal,2002,7,Naděje,,27
413,213,2.35,0,N,BEZPP,30,,Strnad Václav,2002,7,Naděje,Ing.,57
414,2 527,2.58,0,SOS,BEZPP,18,15.0,Středa Ludvík,2002,11,Str.pro otevřenou společnost,,74
415,6 877,2.51,0,ODS,ODS,27,14.0,Sušický Ivo,2002,4,Občanská demokratická strana,Ing.,67
416,1 819,2.56,0,USZ,BEZPP,12,10.0,Svatošová Barbora,2002,14,Unie pro sport a zdraví,,31
417,814,1.6,0,NEZ,BEZPP,36,34.0,Svatý Roman,2002,15,NEZÁVISLÍ,,40
418,1 075,1.51,0,USZ,BEZPP,39,36.0,Svědík Miroslav,2002,14,Unie pro sport a zdraví,,51
419,1 401,2.32,0,DRS,DRS,12,10.0,Svěžen Zdeněk,2002,3,Demokratická regionální strana,,47
420,2 828,2.67,0,KSČM,KSČM,8,3.0,Svoboda Antonín,2002,9,Komunistická str.Čech a Moravy,Ing.,42
421,3 732,2.4,0,ČSSD,ČSSD,30,23.0,Svoboda Josef,2002,10,Česká str.sociálně demokrat.,JUDr.,60
422,639,1.8,0,KDU-ČSL,KDU-ČSL,38,,Svoboda Kamil,2002,5,Křesť.demokr.unie-Čs.str.lid.,,23
423,114,7.78,0,RMS,RMS,4,,Svoboda Marek,2002,2,Republikáni Miroslava Sládka,,28
424,836,2.35,0,KDU-ČSL,KDU-ČSL,24,,Svobodová Kateřina,2002,5,Křesť.demokr.unie-Čs.str.lid.,Bc.,25
425,1 130,1.87,0,DRS,BEZPP,33,30.0,Svobodová Petra,2002,3,Demokratická regionální strana,,27
426,119,3.53,0,SOP,BEZPP,7,,Sysala Petr,2002,6,Strana občanského porozumění,,26
427,846,2.38,0,KDU-ČSL,KDU-ČSL,21,,Šálek Victor Robert,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,60
428,2 760,2.6,0,KSČM,BEZPP,11,6.0,Šámal Aleš,2002,9,Komunistická str.Čech a Moravy,,49
429,408,2.1,0,HNHRM,BEZPP,15,,Šámal Jaroslav,2002,8,Hn.za harm.rozvoj obcí a měst,,51
430,6 756,2.47,0,ODS,ODS,26,13.0,Šaral Karel,2002,4,Občanská demokratická strana,Ing.,71
431,161,1.78,0,N,BEZPP,32,,Šaštinský Igor,2002,7,Naděje,,46
432,2 803,2.64,0,KSČM,KSČM,18,13.0,Šeba František,2002,9,Komunistická str.Čech a Moravy,,25
433,93,2.63,0,SSS,SSS,15,,Šebek Jiří,2002,12,Strana svobodných severu,,40
434,2 741,2.58,0,KSČM,KSČM,15,10.0,Šedivý Alexandr,2002,9,Komunistická str.Čech a Moravy,,39
435,124,3.51,0,SSS,SSS,7,,Šilhán Jaroslav,2002,12,Strana svobodných severu,Ing.,38
436,1 555,3.68,0,VPM,ČSNS,5,,Šimáčková Edita,2002,1,Volba pro město,,62
437,381,1.96,0,HNHRM,BEZPP,24,,Šimon Jan,2002,8,Hn.za harm.rozvoj obcí a měst,,62
438,2 836,2.67,0,KSČM,BEZPP,9,4.0,Šínová Dana,2002,9,Komunistická str.Čech a Moravy,PaedDr.,58
439,4 828,3.1,1,ČSSD,ČSSD,3,2.0,Šír Milan,2002,10,Česká str.sociálně demokrat.,,45
440,4 064,2.61,0,ČSSD,ČSSD,17,10.0,Šír Milan,2002,10,Česká str.sociálně demokrat.,,20
441,779,1.53,0,NEZ,BEZPP,37,35.0,Škodová Jarmila,2002,15,NEZÁVISLÍ,,37
442,942,2.23,0,VPM,BEZPP,23,,Škodová Zorka,2002,1,Volba pro město,,45
443,2 361,2.41,0,SOS,BEZPP,28,24.0,Šlechtová Andrea,2002,11,Str.pro otevřenou společnost,MUDr.,32
444,3 769,2.42,0,ČSSD,ČSSD,28,21.0,Šlosar Jindřich,2002,10,Česká str.sociálně demokrat.,Ing,60
445,1 746,1.78,0,SOS,BEZPP,39,35.0,Šolcová Jana,2002,11,Str.pro otevřenou společnost,,64
446,76,2.15,0,SSS,BEZPP,10,,Šoltová Danuše,2002,12,Strana svobodných severu,,49
447,913,2.57,0,KDU-ČSL,KDU-ČSL,13,,Šourek Petr,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,57
448,1 501,2.11,0,USZ,BEZPP,24,22.0,Špidlen Emil,2002,14,Unie pro sport a zdraví,,66
449,336,3.71,0,N,BEZPP,6,,Šprdlíková Andrea,2002,7,Naděje,,25
450,373,1.92,0,HNHRM,BEZPP,27,,Špringer Zbyněk,2002,8,Hn.za harm.rozvoj obcí a měst,,63
451,792,2.23,0,KDU-ČSL,KDU-ČSL,28,,Šramotová Martina,2002,5,Křesť.demokr.unie-Čs.str.lid.,,35
452,1 072,2.53,0,VPM,BEZPP,29,,Šrollová Lenka,2002,1,Volba pro město,MUDr.,49
453,1 053,2.49,0,VPM,BEZPP,22,,Štajner Petr,2002,1,Volba pro město,,46
454,1 084,1.79,0,DRS,BEZPP,36,33.0,Štanclová Renata,2002,3,Demokratická regionální strana,,23
455,850,2.39,0,KDU-ČSL,BEZPP,16,,Šťovíček Pavel,2002,5,Křesť.demokr.unie-Čs.str.lid.,,43
456,230,6.52,0,SSS,SSS,8,,Šťovíčková Irena,2002,12,Strana svobodných severu,,36
457,910,2.15,0,VPM,BEZPP,30,,Štrejl Adolf,2002,1,Volba pro město,,55
458,1 599,2.25,0,USZ,BEZPP,19,17.0,Štryncl Milan,2002,14,Unie pro sport a zdraví,,64
459,59,1.67,0,SSS,BEZPP,18,,Šubrová Květuše,2002,12,Strana svobodných severu,,54
460,596,3.07,0,HNHRM,BEZPP,6,,Šuma Josef,2002,8,Hn.za harm.rozvoj obcí a měst,,56
461,7 561,2.76,1,ODS,ODS,6,7.0,Tampier Hynek,2002,4,Občanská demokratická strana,,39
462,2 622,2.47,0,KSČM,KSČM,29,24.0,Tancošová Jana,2002,9,Komunistická str.Čech a Moravy,,59
463,2 583,5.08,0,NEZ,NEZ,3,2.0,Technik Jan,2002,15,NEZÁVISLÍ,Ing.,54
464,2 527,2.58,0,SOS,BEZPP,13,10.0,Teplý Jiří,2002,11,Str.pro otevřenou společnost,,50
465,190,2.1,0,N,BEZPP,21,,Tesař Ladislav,2002,7,Naděje,,28
466,785,2.21,0,KDU-ČSL,BEZPP,27,,Tížek Martin,2002,5,Křesť.demokr.unie-Čs.str.lid.,Ing.,42
467,1 421,7.33,0,HNHRM,BEZPP,1,,Tomáš Bohdan,2002,8,Hn.za harm.rozvoj obcí a měst,Ing.,59
468,1 400,2.59,0,US-DEU,US-DEU,9,10.0,Torák Martin,2002,16,Unie svobody-Demokratická unie,,25
469,78,2.21,0,SSS,BEZPP,21,,Trejbalová Jindra,2002,12,Strana svobodných severu,,52
470,4 548,2.92,1,ČSSD,ČSSD,5,4.0,Trsová Eva,2002,10,Česká str.sociálně demokrat.,JUDr.,39
471,146,5.08,0,PB,BEZPP,19,,Tučková Helena,2002,13,Pravý Blok,,41
472,2 153,2.19,0,SOS,SŽJ,27,23.0,Tůmová Anna,2002,11,Str.pro otevřenou společnost,,62
473,1 238,2.93,0,VPM,BEZPP,4,,Tvrzník Pavel,2002,1,Volba pro město,Ing.,39
